day,drama,release,artist,title,spotify,year,month
9,The Miracle We Met,OST Pt.1,Bily Acoustie,Monochrome,https://play.spotify.com/album/01RgiJk3Q1HoIW92wG18Ep,2018,4
10,A Poem A Day,OST Pt.6,Choi Nakta,너 정말 예쁘다,https://play.spotify.com/album/7Jg1uWXTqGhDTHsMy9QnIs,2018,4
10,Tempted,OST Pt.3,DK (Seventeen),내가 먼저,https://play.spotify.com/album/6gnnrJuB1MF1ikNG5nlhrM,2018,4
11,Luvpub,OST Pt.2,1415,너도 아프겠지만,https://play.spotify.com/album/22mJSwSvbiv9jtciACjNvf,2018,4
11,Mystery Queen 2,OST Pt.8,Jiyeon (T-ARA),집으로 오는 길 (feat. Park Hyojoon),https://play.spotify.com/album/7duoYvU6S7DTTSEOEf9Rpl,2018,4
11,Switch: Change the World,OST Pt.2,Soya,No One,https://play.spotify.com/album/7vSPuw0aAo6cZeRSeGdaHH,2018,4
12,Hold Me Tight,OST Pt.3,Cheon Danbi,Like At The First Time,https://play.spotify.com/album/3gzhwMMq22DESuRCIETOT1,2018,4
12,My Mister,OST Pt.4,Jehwi,Dear Moon,https://play.spotify.com/album/1H80XtO7d8IteIDllfx1Mv,2018,4
12,Mystery Queen 2,OST Pt.9,Seo In Young,I Still Love You,https://play.spotify.com/album/0hdfURme2yqPu38QQ7YQBz,2018,4
13,A Day Before Us Season 2,OST Pt.3,Yu Seung Woo,Spring Love,https://play.spotify.com/album/7d304q4aBx7Uq2sqM512EJ,2018,4
13,Backflow,OST Pt.17,Han Kyung Il,여전히 아파 ,https://play.spotify.com/album/62wodFaZ4qIkPyQfvAlsNi,2018,4
13,Something In The Rain,OST Pt.1,Rachael Yamagata,Something In The Rain,None,2018,4
14,Mysterious Personal Shopper,OST Pt.6,Song Haye,뒤늦은 후회,https://play.spotify.com/album/6tnBWdGFMKJEMdat1iaEdA,2018,4
14,Nice Witch,OST Pt.6,Messgram,Go For It,https://play.spotify.com/album/5UinZ9RoJEXYgr5ncNw3rZ,2018,4
16,A Poem A Day,OST Pt.7,Monogram,그 사람,https://play.spotify.com/album/1M9CmHXIUOoV1Y2uFWjF0o,2018,4
16,Evergreen,OST Pt.7,Hwajeong,CHU♥ (Feat. Purple Rain),https://play.spotify.com/album/1s0qcXu7NFm18L1vgLpZWe,2018,4
16,The Miracle We Met,OST Pt.2,Jung Cha Shik,Farewell,https://play.spotify.com/album/2znFX5aCf9LynPmuz6E696,2018,4
16,Tempted,OST Pt.4,Yang Da Il,With You,https://play.spotify.com/album/3OgW9FAfqpx9FHw9tY40vK,2018,4
17,A Poem A Day,OST Pt.8,Sugarbowl,I Love You Girl,https://open.spotify.com/album/7ksmNOyovBpjZobtZ9o2TS,2018,4
17,Evergreen,OST Pt.8,Whee,바람 꽃,https://play.spotify.com/album/3Ts9Wojro1HMtDEkCrwC0c,2018,4
18,Hold Me Tight,OST Pt.4,Ravie Nuage,When Morning Begins,https://play.spotify.com/album/28kABl1y7ZtjzEInBmLZnV,2018,4
18,Luvpub,OST Pt.3,Chungha,How About You,https://play.spotify.com/album/0OsxPl82DJAyCJDKHzgTx7,2018,4
18,Mystery Queen 2,OST Pt.10,J-Cera,남아 ,https://play.spotify.com/album/2jiW1PfAaAWCuG7YJ16g2o,2018,4
18,Should We Kiss First,OST Pt.6,Jung In,Coincidence,https://play.spotify.com/album/092BqUX9cmtwIG8yyowAeD,2018,4
19,My Mister,OST Pt.5,Ko Woorim,One Million Roses,https://play.spotify.com/album/6szDCUN0VU3695VGcwTUcP,2018,4
19,Mystery Queen 2,OST Pt.11,Kim Sin Ui (MONNI),너 없인 못살것 같더니,https://play.spotify.com/album/0ce0nQD07U8jxsvIDnAnAZ,2018,4
19,Switch - Change The World,OST Pt.3,Giryeon,Blow My Mind,https://open.spotify.com/album/1Xr4MO2nZ9FRoR44B5O4pZ,2018,4
20,Something In The Rain,OST Pt.2,Rachael Yamagata,La La La,None,2018,4
21,Mysterious Personal Shopper,OST Pt.7,Yeoeun (Melody Day),할말이 있는데,https://play.spotify.com/album/2arb8EIKEFkEAiFpnAalRm,2018,4
21,Nice Witch,OST Pt.7,"Jo Jinho, Eunjong",Love Again / The Wind Blows,https://play.spotify.com/album/7dtxzHnUWr268eyn0iVVg4,2018,4
22,Children of a Lesser God,Full OST,Various Artists,Quiet (Acoustic Ver.),https://play.spotify.com/album/0vzkB9VgERNcocQRG9QWkL,2018,4
23,A Poem A Day,OST Pt.9,Migyo,너를 지운다는 건,https://play.spotify.com/album/6BuRNOo83lZxN22CBOTS2s,2018,4
23,Evergreen,Full OST,Various Artists,-,https://play.spotify.com/album/4C1xZjLJbDlBe6ESfSRuyF,2018,4
23,The Miracle We Met,OST Pt.3,Min Chae,Falling Into You,https://play.spotify.com/album/4ThaWa7eaIcDNN08Uprnrf,2018,4
24,A Poem A Day,OST Pt.10,Cham-Som,좋아하나봐,https://play.spotify.com/album/21JTtjEFt7stiPNP0lUqQh,2018,4
25,Luvpub,OST Pt.3,N.Flying,So Pretty,https://play.spotify.com/album/37KVPDNX52OULljtHbU1Dn,2018,4
25,Suits,OST Pt.1,DK,Dream,https://play.spotify.com/album/3S7fSOUcyqvH8MxShNSXVT,2018,4
25,Switch - Change The World,OST Pt.4,Lee Hongki (FTIsland),Raise Me Up,https://play.spotify.com/album/7eoQntnFoUVT3Bm9PLPy4t,2018,4
26,Hold Me Tight,OST Pt.5,Ju Yoon Ha,When Morning Begins Pt. 2,https://play.spotify.com/album/1eSfJYrou92ImQxFTib9zi,2018,4
26,My Mister,OST Pt.6,O.WHEN,무지개는 있다 (Acoustic Ver.),https://play.spotify.com/album/2crNHeX74KIqcto91b6RXK,2018,4
27,Mysterious Personal Shopper,OST Pt.8,Woo Eun Mi,너의 소식,https://play.spotify.com/album/7MH7uYqgPjEat2zYHwWTaG,2018,4
28,Mystery Queen 2,OST Pt.12,사랑 이렇게,Jung Jaewook,None,2018,4
28,Nice Witch,OST Pt.8,Shim Sin,Always,https://play.spotify.com/album/1Eq1AgXTCnpstPt8bVqBpP,2018,4
29,Rich Family's Son,OST Pt.6,Joo Won Tak (Rainz),Treasure,None,2018,4
30,A Poem A Day,OST Pt.11,Air ManGirl,나에게,None,2018,4
1,A Poem A Day,OST Pt.12,Song Haye,시를 위한 시,https://play.spotify.com/album/6TTRs3QPEQ4XiOOVfDHaX5,2018,5
2,Should We Kiss First?,Full OST,Various Artists,-,https://play.spotify.com/album/7rkLCSrl2lZqc16gvX3GwN,2018,5
2,Suits,OST Pt.2,Jeong Eunji (Apink),If The Wind Blows,https://play.spotify.com/album/3zHbKDBbkX1WePQaGqQ3HW,2018,5
2,Switch - Change The World,OST Pt.5,Lee Naeun & Lee Jinsol (April),Stars of the Night Sky,https://play.spotify.com/album/1aaAmRZtziN2smHUQRyP8G,2018,5
2,The Great Seducer,Full OST,Various Artists,-,https://play.spotify.com/album/7xBGHJymKM7YY7YcamrxFC,2018,5
3,Hold Me Tight,OST Pt.6,Lee Sieun,Here I Am,https://play.spotify.com/album/6u9kRMnodx5slSw3r5vFhn,2018,5
4,Mysterious Personal Shopper,OST Pt.9,Serri (Dal Shabet),If You,https://play.spotify.com/album/2sjWe9HPeFeiAPO26PeN0G,2018,5
5,Nice Witch,OST Pt.9,Kim Ji Young (Messgram),Sweetie / Go For It,https://play.spotify.com/album/1GjYa5nW4UdgTtPuZhoC0A,2018,5
7,A Poem A Day,OST Pt.13,Ulala Session,시간을 달려,https://play.spotify.com/album/7I2PIucJRc7MZRJReXsxZI,2018,5
7,The Miracle We Met,OST Pt.4,Jang Woo Ram,If I Come To You,https://play.spotify.com/album/77z6KC5gv4M7WogkIth0OA,2018,5
7,Wok of Love,OST Pt.1,Jeong Sewoon,There's Something,https://play.spotify.com/album/7GJS1ZZ8bzbeBXJqF4wwKT,2018,5
8,A Poem A Day,OST Pt.14,RedChair,그대도 아름답다,https://play.spotify.com/album/6Pl1DJhE9xcbMeHRKOwR5G,2018,5
8,You Drive Me Crazy!,OST,SungJoo,Crazy,https://play.spotify.com/album/7woe9002GutRNqYSqbx2aw,2018,5
9,Suits,OST Pt.3,Mamamoo,You In My Dream,https://play.spotify.com/album/3YuFd0bvKoldiz39NASD3G,2018,5
9,Switch - Change The World,OST Pt.6,Cha Yeoul,Destiny,https://play.spotify.com/album/43jgXC19lb97kJ7G0TocCc,2018,5
10,My Mister,OST Pt.7,Kwak Jin Eon,내 마음에 비친 내 모습,https://play.spotify.com/album/44HNGESmPesRtfeq6xNV13,2018,5
10,Mysterious Personal Shopper,OST Pt.10,Jo Moongeun,사랑하는데 자격 있나요,https://play.spotify.com/album/7hMXdRWSqsNFNDIzL6HQSC,2018,5
11,Shall We Live Together,OST Pt.4,Monday Kiz,내 안에 그 사람,None,2018,5
11,Sunny Again Tomorrow,OST Part.1,Keumjo (9MUSES),Sunny Again Tomorrow,https://play.spotify.com/album/0j1HxIkfU5G9dRtuELH0SB,2018,5
12,Richman,OST Pt.1,Cheeze,Hard For Me,https://play.spotify.com/album/1R7DuIJhYs68Q2vwQoeozN,2018,5
12,Secret Mother,OST Pt.1,"Car, The Garden",Nothing,https://play.spotify.com/album/15jrAAFaQff12nsNZN0kSH,2018,5
13,A Poem A Day,OST Pt.15,Kim Seongri (Rainz),나에게 하는 말,https://play.spotify.com/album/7GR6cUmxOuF8oOcOB9iVe5,2018,5
13,Mistress,OST Pt.1,Savina & Drones,Cuddle,https://play.spotify.com/album/6ZJ9W0nXaVUV3qsnmedtcp,2018,5
14,A Poem A Day,OST Pt.16,Coda Bridge,Stay With You,https://play.spotify.com/album/7kygDBgjHRKqzh9b85aLYN,2018,5
14,Wok of Love,OST Pt.2,Youngjae (GOT7),그 시간에,https://play.spotify.com/album/34uPVgjNa9HroJfoCOS86t,2018,5
15,A Poem A Day,OST Pt.17,Hansalchayi,따끔거려,https://play.spotify.com/album/0fod4M82lMTZSiV1ioOYo0,2018,5
16,A Poem A Day,Instrumental OST,Various Artists,-,https://play.spotify.com/album/6JbfRzsRlnoVB49oTEv2Lk,2018,5
16,Suits,OST Pt.4,Kisum X Kang Minkyung (Davichi),비 오는 거리 너와 나,https://play.spotify.com/album/2aZXm6sDLX8Eis0d7LkVUW,2018,5
16,Switch - Change The World,Full OST,Various Artists,-,https://play.spotify.com/album/0yTgwDpkRzSX9pV10yRd3E,2018,5
17,Hold Me Tight,Full OST,Various Artists,-,https://play.spotify.com/album/6a57G0O5zQMTw2oKrtMOKl,2018,5
17,My Mister,OST Pt.8,Ji Sun,숲,None,2018,5
17,Mysterious Personal Shopper,OST Pt.11,허공,눈물만 데려와,https://play.spotify.com/album/4FHD5nopBwA3z7msc3CW7f,2018,5
18,My Mister,Full OST,Various Artists,-,None,2018,5
18,Sunny Again Tomorrow,OST Part.2,acousweet,"지금, 우리",https://play.spotify.com/album/06OxdcWbfgybR69aKXrAZs,2018,5
19,Lawless Lawyer,OST Pt.1,iamnot,Burn It Up,https://play.spotify.com/album/0XDLyHuLwizCVh8sVEiSZc,2018,5
19,Nice Witch,Full OST,Various Artists,-,https://play.spotify.com/album/20GJVW6eEjSAVEspSOg1eE,2018,5
19,Richman,OST Pt.2,Nam Taehyun (South Club),Real Love,https://play.spotify.com/album/6zwOrRa8Zi2UkpMOWJklfO,2018,5
19,Secret Mother,OST Pt.2,Kim Sawol,Perfect Love,https://play.spotify.com/album/5Gybhk6IErhOvhRHghcHsK,2018,5
21,Miss Hammurabi,OST Pt.1,Hwang Seon Ho,Like We Just Met,https://play.spotify.com/album/74Q06B3OEkd87e7goxNUpH,2018,5
21,Partners for Justice,OST Part.1,Kihyun X Jooheon (MONSTA X),Can’t Breathe,https://play.spotify.com/album/0ZFx5L7kOHOmkSEG6UQGQI,2018,5
21,Wok of Love,OST Pt.3,Baek A Yeon,Was It You,https://play.spotify.com/album/1rLNAmbn0rAeYfsiNeBXHU,2018,5
22,About Time,OST Pt.1,Kim EZ,A Strange Day,https://play.spotify.com/album/5CdBU9Ny8do9Yt27LKBMUN,2018,5
23,Suits,OST Pt.5,Vromance,Now,https://play.spotify.com/album/2hF7dKbREaCOOCxvJikT8O,2018,5
23,The Undateables,OST Pt.1,Nick & Sammy,Only U,None,2018,5
25,Mysterious Personal Shopper,OST Pt.12,DKSoul,말할게,https://play.spotify.com/album/2EUcC36XCMaVSmwIovmD8i,2018,5
26,Richman,OST Pt.3,Kei (Lovelyz),Let's Pray,https://play.spotify.com/album/1nrL9J2ZxHtVmH3q9Zv4Qd,2018,5
26,Secret Mother,OST Pt.3,Riwon,I See,https://play.spotify.com/album/0D5GpQCrAAGbWsO0ZHRg8P,2018,5
26,Sunny Again Tomorrow,OST Part.3,Han Kyung Il,보고싶게 하나요,https://play.spotify.com/album/5J4jwOTpyQ2iulIpOSKot9,2018,5
28,Miss Hammurabi,OST Pt.2,Illuwa Band,Everyday In You,https://play.spotify.com/album/60NlhxZlOl2cbgqasbT7MF,2018,5
28,Partners For Justice,OST Pt.2,JK,Truth,https://play.spotify.com/album/05XI6Runn0vU0RMujjVlv2,2018,5
28,The Miracle We Met,OST Pt.5,Monet (Green Cacao),Memory Is More Than Love,https://play.spotify.com/album/5zhygamAwDXR487Tmpeu5S,2018,5
29,About Time,OST Pt.2,Park Boram,Yesterday,https://play.spotify.com/album/2NXS7WHgSQFIrB3sQN5trH,2018,5
29,Wok of Love,OST Pt.4,JooYoung,I'll Do It Every Day,https://play.spotify.com/album/14gfLTtVCCd3H8U0JinK7m,2018,5
30,Suits,OST Pt.6,GB9,Propose,https://play.spotify.com/album/5ZnVlYGEFC6Ew1U4nDduNN,2018,5
30,The Undateables,OST Pt.2,Yoo Yeonjung (WJSN),Your Name Is...,None,2018,5
31,Come and Hug Me,OST Pt.1,Yang Yoseob,Cries Without Sound,https://play.spotify.com/album/3ZLImSt4k6eZdBCLJ0NYZx,2018,5
1,Mysterious Personal Shopper,OST Pt.13,Risa,모두 잊었다고,https://play.spotify.com/album/6VeGIUaVAQ3KjgxVTCUJqb,2018,6
2,Lawless Lawyer,OST Pt.2,Babylon,Memories,https://play.spotify.com/album/7d7IzYiDArW2005meiWaSd,2018,6
2,Richman,OST Pt.4,Bella & Hyeseong (ELRIS),Single Heart,https://play.spotify.com/album/6rAd1PzPDbfEg70cNQ7gLG,2018,6
2,Secret Mother,OST Pt.4,Kim Sawol,Day And Night,https://open.spotify.com/album/14oGvkyZVe8LwKwXm03kNI,2018,6
3,Mistress,OST Pt.2,Leebada,I Can't Never Stop,https://play.spotify.com/album/1IN7gNlSRBWxp9LrYNjCKT,2018,6
3,Tomorrow is Sunny as Well,OST Pt.4,Song Haye,너에게 난 나에게 넌,None,2018,6
4,Are You Human?,OST Part.1,VIXX,사랑인걸까?,https://play.spotify.com/album/29UtWqU7klY0pJcunjMhL4,2018,6
4,Investigation Couple,OST Pt.3,Minzy,걸어가,https://play.spotify.com/album/4MTaNRNTvNXDDvf3W0BFvO,2018,6
4,Miss Hammurabi,OST Pt.3,U-mb5 X Hodge,"Someday, Somehow",https://play.spotify.com/album/4wq2JDrO0OUdcCBCKCyeKa,2018,6
4,Traveling Muse Project,OST,The ADE,Sometimes,https://play.spotify.com/album/4L5T4lZYnxyDZWqjuWYO9q,2018,6
6,Come and Hug Me,OST Pt.2,Soyeon & Yujeong (Laboum),Don't Disappear,https://play.spotify.com/album/13PbvtO88FceaB2UwxcLxn,2018,6
6,The Undateables,OST Pt.3,Alice (Hellovenus),두근이 필요해,None,2018,6
6,Tomorrow is Sunny as Well,OST Pt.5,406 Project,사는게 그렇지 뭐,https://play.spotify.com/album/2TP6xGgheku0GewzQj7Djl,2018,6
7,Suits,OST Pt.7,Laura,Calling You,None,2018,6
8,A Day Before Us Season 2,OST Pt.5,Chun Heeseung,Melting Down,https://play.spotify.com/album/7e7lt0bjjVBpqilRKaSvEO,2018,6
8,Sketch,OST Pt.1,DZO,On This Strange Road,https://play.spotify.com/album/1wRBYKvsbLTupELUhC2MLD,2018,6
9,Goodbye to Goodbye,OST Pt.1,Migyo,I See Me In You,https://play.spotify.com/album/7vdO04s2WSTEYkg6rCLQUO,2018,6
9,Mysterious Personal Shopper,OST Pt.14,Oneyears,널 그리는 시간,https://play.spotify.com/album/2lgiG6tKmRcTiByHn91TZW,2018,6
9,Richman,OST Pt.5,Doyoung (NCT),Hard For Me,https://play.spotify.com/album/43sCLV9fYh2v21iBdF7Vvd,2018,6
9,Secret Mother,OST Pt.5,Gu Yoon Hoe,기억속의 너,https://play.spotify.com/album/7JCMJg57R99ta0lU1YgTLt,2018,6
11,Miss Hammurabi,OST Pt.4,U-mb5 X Sam Carter,You Are The Apple Of My Eye,https://play.spotify.com/album/0dhOifIvAUghl3BvHrfjpn,2018,6
11,Wok of Love,OST Pt. 5,Kassy,At Beginning of Love,https://play.spotify.com/album/6VnQVOVC2DOGTfL7OGc1AU,2018,6
12,About Time,OST Pt.3,Hui (Pentagon),Maybe,https://play.spotify.com/album/0kQ8K2qCOKl8WsQkWGUAci,2018,6
12,Are You Human?,OST Part.2,Lyn X Hanhae,LOVE,https://play.spotify.com/album/45EM8LsMOXU4uCm6ypzbeF,2018,6
12,Investigation Couple,OST Pt.,Lee Seok Hoon,It's Alright,https://play.spotify.com/album/72pdFEVlEzGTvaNVBc2ZaN,2018,6
13,Suits,OST Pt.8,MLC,When I'm With You,https://play.spotify.com/album/0WQeh8J4Bq0xEkah6zVCXj,2018,6
13,The Undateables,OST Pt.4,Huh Gak,너 아니면,None,2018,6
14,What's Wrong with Secretary Kim,OST Pt.1,Kihyun (MONSTA X) X Seola (WJSN),Love Virus,https://play.spotify.com/album/1l8yWyu8JIf2GttsAVOWlR,2018,6
15,Sketch,OST Pt.2,SunBee,Let It Pale,https://play.spotify.com/album/12OnMHfBUbSNDwuRpO3MPe,2018,6
16,A Day Before Us Season 2,OST Pt.6,Jaehee,Dear Summer,https://play.spotify.com/album/18hoh76MXGqz8lfCo0Z0UE,2018,6
16,Mysterious Personal Shopper,OST Pt.15,Milligram,How Can I Not Love You,https://play.spotify.com/album/70N2boJH2Nvm3noF3Ri6b2,2018,6
16,Richman,OST Pt.6,Monogram,Do U,https://play.spotify.com/album/7xkc7mpBMsfOoal4o0DodP,2018,6
17,Re:playlist,OST Pt.1,Yang Yoseob (Highlight),On The Road,https://play.spotify.com/album/07M8BEtvQGrJJzsMnUfVd4,2018,6
17,Tomorrow is Sunny as Well,OST Pt.6,Coda Bridge,내 맘에 놀러와 (Duet Ver.),https://play.spotify.com/album/68cxkMoEx0IO2Zz1ts83La,2018,6
18,I Am The Mother Too,OST Pt.1,Safira.K,Listen,https://play.spotify.com/album/3V410OUKJXomabIQDuf8vc,2018,6
19,About Time,OST Pt.4,Mackelli,Tears,https://play.spotify.com/album/1vuluVu2d9Q1w90uR0RYMD,2018,6
20,Come And Hug Me,OST Pt.3,Na Yoon Kwon,Times Without You,https://play.spotify.com/album/2PaPM2dxkb0jegYaWdVZQU,2018,6
20,The Undateables,OST Pt.5,Sonnet Son,I Might Have Loved You First,None,2018,6
20,What's Wrong with Secretary Kim,OST Pt.2,Jeong Sewoon,It's You,https://play.spotify.com/album/33Pnr6Xe94tVdfMvZKKntT,2018,6
21,Secret Queen Makers,OST,Eunhyuk (Super Junior),어제보다 오늘 더 널,None,2018,6
21,What's Wrong with Secretary Kim,OST Pt.3,GFriend,Wanna Be,https://play.spotify.com/album/0Ixkklfr70ygQQP1zzy8T6,2018,6
22,Sketch,OST Pt.3,Damon,Sailing,https://play.spotify.com/album/38Ijjsc4z9DkzdRDMnCRiQ,2018,6
23,Goodbye To Goodbye,OST Pt.2,SE O,Spring Love Song,https://play.spotify.com/album/3HH4tIyXL4GoK3UmJjhI4t,2018,6
23,Lawless Lawyer,OST Pt.3,Kim Yeonji,When Our Eyes Met,https://play.spotify.com/album/6UEZ2q41SOMq4sUNXl762B,2018,6
23,Mysterious Personal Shopper,OST Pt.16,An Yeseul,난 괜찮아,https://play.spotify.com/album/7A13vPDYv05JDMY2FSNHiG,2018,6
23,Richman,OST Pt.7,Song Haye,My Spring,https://play.spotify.com/album/1DJ9k1SetQjXFg0b1Ngflg,2018,6
23,Secret Mother,OST Pt.6,Lee Hyuk,Beside You,https://play.spotify.com/album/3YhYrnOO5zge3EHEdY6n4u,2018,6
24,Dunia: Into A New World,OST Pt.1,Ailee,파란 봄,https://play.spotify.com/album/5zfvPWlLE1LpYewbAejTgX,2018,6
24,The Rich Son,OST Pt.11,14U,Girlfriend,None,2018,6
24,Tomorrow is Sunny as Well,OST Pt.7,Jatanpung,"나만의 사랑, 너야",https://play.spotify.com/album/3z96d5I6huAWJIbAYWQeln,2018,6
25,Are You Human?,OST Part.3,"Red Anne, Ji Eun Lim",Who You Are / The Longing Dance,https://play.spotify.com/album/5uB48npV5Tl39KF2RG4fi5,2018,6
25,Investigation Couple,OST Pt.5,G.Urban,Sun Like A Star,https://play.spotify.com/album/00NIkOTa8rEPCxInhEokev,2018,6
25,Miss Hammurabi,OST Pt.5,Haru,Ususu,https://play.spotify.com/album/4hUaDVNo9AQI81LcyFqGu5,2018,6
26,About Time,OST Pt.5,Hong Dae Kwang,My Room,https://play.spotify.com/album/7k4EGn2ZAIABbjXb87DT85,2018,6
27,The Undateables,OST Pt.6,Bumkey,Can Go Back,None,2018,6
27,What's Wrong with Secretary Kim,OST Pt.4,Jinho (Pentagon) X Rothy,A Little Bit More,https://play.spotify.com/album/52fLYrQxllSI9fJOp0lS3I,2018,6
28,Come And Hug Me,OST Pt.4,Vincent,Yesterday,https://play.spotify.com/album/7mKVnylsuFf84eJlOk4kkV,2018,6
28,What's Wrong with Secretary Kim,OST Pt.5,Kim Nayoung,Because I Only See You,https://play.spotify.com/album/0DScQIKugPfaNgB2iGp7Mu,2018,6
30,Lawless Lawyer,OST Pt.4,Pullik,Livin' In The City,https://play.spotify.com/album/7mcjC5nrk8X3lM1YF7nBAb,2018,6
30,Mysterious Personal Shopper,OST Pt.17,406 Project,내 맘 알까,https://play.spotify.com/album/7Ii6eGIeGZ15Iu61p0SUxq,2018,6
30,Richman,OST Pt.8,Lee Byul Chul,Me Too,https://play.spotify.com/album/23RtBzvjjvlSe3PVB2z3X2,2018,6
30,Sketch,OST Pt.4,Kimmaster,나비가 되어,https://play.spotify.com/album/7jHdb1D6ig9V16kOaNKwRL,2018,6
1,Life On Mars,OST Pt.1,Patrick Joseph,Agnes,https://play.spotify.com/album/49R2N7OAXcforGEn0bzStp,2018,7
1,Sunny Again Tomorrow,OST Pt.8,Woo Eun Mi,The Memory Of You,https://play.spotify.com/album/0Yzsur6KGhd5nXvMWY91O3,2018,7
2,I Am the Mother Too,OST Pt.2,Alex,Hold Me,https://play.spotify.com/album/7DATNTJvizxc9jhNayFYHm,2018,7
2,Miss Hammurabi,Full OST,Various Artists,-,https://play.spotify.com/album/3ljrG69uMTRp2vTfdqh7qD,2018,7
2,Investigation Couple,OST Pt.6,Hangzoo X Stella Jang,White Rain,https://play.spotify.com/album/1Uw9AYjSFge35j98cYEwVz,2018,7
3,Are You Human?,OST Pt.4,2BiC,Heart,https://play.spotify.com/album/5aksluN1CtmsPBchpy1C4B,2018,7
3,Lawless Lawyer,Full OST,Various Artists,-,https://play.spotify.com/album/0TsnSRGnNDWDAnTFUAlOCG,2018,7
4,What's Wrong with Secretary Kim,OST Pt.6,Lee Da Yeon,왜 이럴까,https://play.spotify.com/album/3piQ5RilmnUe3xK7wI7pPt,2018,7
5,What's Wrong with Secretary Kim,OST Pt.7,Yun Ddan Ddan,In The End,https://play.spotify.com/album/4QKLty6XBVD7DuM4pcvHRa,2018,7
6,Sketch,OST Pt.5,All Against,Sunset,https://play.spotify.com/album/0hPK4vHNeQbCePSeLz2784,2018,7
7,Goodbye To Goodbye,OST Pt.3,Jun (U-KISS),너라서,https://play.spotify.com/album/70Jhg4uayZZxedLwIdfqZt,2018,7
7,Mysterious Personal Shopper,OST Pt.18,acousweet,가족,https://play.spotify.com/album/19GdD2ndyclfeGL3oDmu4R,2018,7
7,Mr. Sunshine,OST Pt.1,Park Hyo Shin,The Day,https://play.spotify.com/track/4q5R6rdomdPOwVxJrExLkc,2018,7
8,Re:Playlist,Vol.2,Rothy,Butterfly Effect,https://play.spotify.com/album/24HQl3pAPEa1YoVmaxt8C9,2018,7
8,Sunny Again Tomorrow,OST Pt.9,With You,내 마음이 들리나요,https://play.spotify.com/album/7IXM88LA6d2da8Nat7zgS7,2018,7
9,Are You Human?,OST Pt.5,Kim Na Young,Tell Me,https://play.spotify.com/album/7p9kHExz0POivE9zS6wZCU,2018,7
9,Investigation Couple,OST Pt.9,Kim Yong Jin,Everyday,https://play.spotify.com/album/0fU79GMQ9m6LfiQGKhHsqY,2018,7
9,Road To Ithaca,OST Pt.1,Ha Hyunwoo (Guckkasten) X Yoon Do Hyun (YB),Energetic (Wanna One cover),https://play.spotify.com/album/0CFeRmIBbzMYg7CQDq4WUh,2018,7
10,About Time,Full OST,Various Artists,-,https://play.spotify.com/album/2xv8RXMotfhjacPOypHVnn,2018,7
10,Secrets And Lies,OST Pt.1,Byeon Jin Seob,서성이다,None,2018,7
11,About Time,OST Musical Special,Lee Sung Kyoung,I,https://play.spotify.com/album/288qIzEOUPGrYOi4UgHkBM,2018,7
11,Come And Hug Me,OST Pt.5,Ahn Hyun Jung,Desperately,https://play.spotify.com/album/2mi9tMEhDSTdHo1OFP6I1d,2018,7
11,The Undateables,OST Pt.7,Soobin (WJSN),Slowly,None,2018,7
11,To.Jenny,OST Pt.1,Kim Sung Cheol,Tiramisu Cake (Originally by We Are The Night),https://play.spotify.com/album/6ss03b6IsotSBRNpBLDfl0,2018,7
11,Your House Helper,OST Pt.1,SBGB,Good Day,https://play.spotify.com/album/3yGHnsLJOMFv2eYn96A2i5,2018,7
12,Mysterious Personal Shopper,OST Pt.19,The Daisy,Though Laugh,https://play.spotify.com/album/6h1sGdpQj26MxPVs5IrMAN,2018,7
12,OK To Be Sensitive,OST Pt.1,Ants,First Love,https://play.spotify.com/album/0ITnJrVY6z6LQsKeOhbkcr,2018,7
12,The Undateables,Full OST,Various Artists,-,None,2018,7
12,What's Wrong With Secretary Kim,OST Pt.8,Song Yuvin (MYTEEN),First Words,https://play.spotify.com/album/5IsKlNRmK5lIp4PblaPoJS,2018,7
12,Your House Helper,OST Pt.2,Sanchez,The Sea of You,https://play.spotify.com/album/69NRa6giVdYo8AlRM0dthD,2018,7
13,OK To Be Sensitive,OST Pt.2,The Night of Seokyo,Like The First Time,https://play.spotify.com/album/25xHpxk6rTvgQITKZBnbux,2018,7
14,Let Me Introduce Her,OST Pt.1,JK Kim Dong Wook,Snowball,https://play.spotify.com/album/0UMfj7syoyFZBGOY5aaZZW,2018,7
14,Life on Mars,OST Pt.2,Shin Hae Kyung,Wherever You Are,https://play.spotify.com/album/5OtyGJ1XfAxnigXzxmh7cP,2018,7
14,Mysterious Personal Shopper,OST Pt.20,Lydia,We In The Past,https://play.spotify.com/album/4WkvotBMmYvzpuw6OxDWxz,2018,7
15,A-TEEN,OST Pt.1,So Soo Bin,"자꾸만, 너 (Prod. Humbert)",https://play.spotify.com/album/1YSagCBdK1uLO0ujCmscXN,2018,7
15,Mr. Sunshine,OST Pt.2,Elaine,Sad March,https://play.spotify.com/album/0OHhKSP0m5JlskasakZOQl,2018,7
15,Sunny Again Tomorrow,OST Pt.10,Kim Hye Rim (Limesoda),You Are My Star,https://play.spotify.com/album/5AFw01zW9rS465ThwmOYbT,2018,7
16,Are You Human?,OST Pt.6,GB9,For The First Time,https://play.spotify.com/album/7er8Kue2niGmklLY5bBim1,2018,7
